text,category,confidence,source
"The 1st issue is whether parties were in a contract of service. The claimant testified that she was not issued with a letter of appointment. However, she testified that it was agreed that she earns Kshs.207,376 gross monthly salary. The Court considers that if the contract of service was oral, then it was necessary that the claimant identifies the respondent’s director, manager or other responsible officer with whom the alleged oral contract of employment may have been concluded on 20.01.2016 as is alleged. The Court therefore returns that the claimant has failed to show that the respondent company indeed employed her. The failure to detail the person who bound the respondent in the alleged oral contract of service together with the discrepancies in the dates of the alleged resignation letter and alleged acceptance letter and discrepancies in the effective dates of resignation and no mention of the alleged salaries arrears in the resignation letter and as pleaded for the respondent all make the claimant’s account and case not believable on a balance of probabilities. Her case will fail upon the finding that she has failed to show that there existed an oral or other contract of service between the parties. The respondent’s case is upheld.
In conclusion, judgment is hereby entered for the respondent against the claimant for dismissal of the suit with costs.
Signed, dated and delivered by video-link and in court at Nairobi this Friday 17th November, 2023.
BYRAM ONGAYA
PRINCIPAL JUDGE",court,52.50%,model
"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
COMMERCIAL AND TAX DIVISION
HCCOM 320 OF 2014
FORMERLY HCCC 1610 OF 1985 AND ELC 758 OF 2014
A.G.W MURAGE ……………………………………………. 1ST PLAINTIFF
REUBEN KARIUKI KAIRU ……………………………….. 2ND PLAINTIFF
VERSUS -
BARCLAYS BANK OF KENYA LTD ………………….. 1ST DEFENDANT
NYANDARUA GENERAL AGENCIES ………………. 2ND DEFENDANT
PETER MAHUGU WAIRERA ………………………….. 3RD DEFENDANT
LAND REGISTRAR, NYERI …………………………… 4TH DEFENDANT
J U D G M E N T
This is a very old matter. The plaintiffs instituted this suit against the defendants through a plaint dated 10/6/1985 and amended on 10/6/1991. They sought judgment against the defendants for an injunction restraining them from transferring or otherwise disposing of L.R. No. Aguthi/Gaki/1064, that the said L.R. No. Aguthi/Gaki/1064 (“the suit property”) be transferred back to the 1st plaintiff plus general damages and costs.
It was the plaintiffs’ case that the 1st plaintiff was the registered owner of the suit property measuring approximately 4 acres. That in January, 1983, the 1st defendant advanced the 2nd defendant a loan of Kshs.50,000/- which was guaranteed by the 1st plaintiff with the suit property being offered as security.  That it was a term of the charge and guarantee that the 1st plaintiff would be notified of any default before the security for the loan could be realized.",court,54.02%,model
"The plaintiffs contended that, on the instructions of the 1st defendant, the 2nd defendant sold the suit property to the 3rd defendant without notice to them. That the 2nd defendant was negligent in selling the suit property because the advertisement for sale was not circulated in good time, the proclamation notice was not affixed on the suit property and for failure to receive 25% of the purchase price upon the fall of the hammer. As a result of the foregoing, the plaintiffs claimed that they had suffered loss and damage.
In opposition to the suit, the defendants filed a statement of defence dated 29/4/1998 and an Amended defence dated 19/6/1991. It was contended that the 2nd plaintiff was advanced a loan of Kshs 50,000/- by the 1st defendant but fell into arrears. That the 1st defendant wrote to the 2nd plaintiff through its advocates demanding the outstanding sum of Kshs 36,811.75 however the 2nd plaintiff failed to make any payment. 
That vide a letter dated 20/6/1984, the 1st plaintiff admitted liability and stated that he would personally offset the loan in the event the 2nd plaintiff did not clear the said sum. That on the 1st defendant’s instructions, the auctioneer issued the plaintiffs with the 3months statutory notice of sale on 17/10/1984 pursuant to which the suit property was sold through an auction on 10/4/1985.
It was contended that the 2nd defendant circulated the sale advertisement in good time and affixed the proclamation notice on the suit property. That the 1st and 2nd defendant visited the property before the sale and the 2nd defendant received 25% of the purchase price at the fall of the hammer.
The 3rd defendant filed his defence on 12/4/1988 wherein he stated that he purchased the suit property in a public auction. He contended that he was a bonafide purchaser for value and by virtue of section 77(3) of the Registered Land Act the plaintiffs could not maintain any claim against him.",court,54.33%,model
"From the record, the suit was heard by Bosire J (as he then was) on 22/6/1992, 23/6/1992, 28/9/1992 and 16/11/1992. The plaintiff’s witnesses closed their case while the 1st defendant’s witness testified in chief and was stood down during cross-examination. He never returned to complete his testimony. The record shows that the matter remained in limbo from 10/2/1993 until 8/3/2010. 
On 2/11/2011, Mwera J ordered that the proceedings be typed and the matter proceeds before any Judge. In 2014, the matter was transferred to the Environment and Land Court but was re-transferred back to the Commercial Division. After several mentions, on 30/9/2015, the 1st defendant informed the Court that it could not trace its witness and therefore applied to file an alternative witness statement. Ochieng J (as he then was) granted the leave sought. A witness statement of Eunice Mwikali Kiawa was filed on 18/1/2016.
On 3/6/2019, the Court was informed that the 2nd defendant had passed on and the suit against him had abated. The 1st defendant then informed the Court that its witness had travelled to Uganda and was unavailable to testify. The matter was then adjourned and on 4/11/2019, the 1st defendant closed its case without calling its witness. Kasango J then directed the parties to file their submissions. Only the 1st defendant who filed the same. Apart from the initial stages, the 3rd defendant seems not to have participated in this suit.
On 22/9/2021, I took over the matter and had the task of writing the judgment on the material on record.
During the hearing, the plaintiff called three witness. The 1st plaintiff ANTHONY GREGORY WAMAHIU testified as (Pw1). He stated that he became aware of the sale when a person who identified himself as the buyer visited the suit property.",court,55.61%,model
"That he was not notified of the sale and the suit property had been sold at an undervalue. According to him, the suit property had been valued at Kshs. 160,000/- but the bank sold it at Kshs. 55,000/- and no reserve price was fixed at the time of sale. That a recent valuation done showed the value of the property to have been Kshs. 343,000/- as at April, 1985 when the property was sold.
 That the 3rd defendant was related to him as they belonged to the same clan and he should have therefore notified him of the intended sale. That he wanted to pay back the purchase price but the 3rd defendant demanded for more money. He was still in possession of the suit property.
PW2 REUBEN KARIUKI KAIRU stated that there were irregularities in the sale of the suit property. That the clan had contributed money to repay the loan. He admitted having defaulted paying the loan. He stated that only the 3rd defendant who attended the sale. There was no one who mentioned the auction sale. 
PW3 JOSEPHAT SHADRACK MUREITHI stated that he undertook valuation of the suit property on 29/5/1992 whereby he valued it at Kshs. 433,000/-. That the value of the property in 1985 would have been Kshs. 343,000/-. 
Since the testimony of JOSHUA AIRO KOYO who testified for the bank was abandoned and replaced with Eunice Mwikali Kiawa, his testimony does not fall for consideration. She stated that joined the bank in 2007. That the property had been offered as security. That on 28/12/1983, the bank’s advocates demanded full repayment from the 2nd plaintiff of Kshs.36,811/75. That the bank demanded from the 1st plaintiff the outstanding amount on 28/5/1984 and the advocates issued him with a statutory notice on 17/10/1984.
That the 2nd defendant did issue the 45day notification of sale and duly advertised the property for sale. That at the time of the sale of the property, the outstanding amount was Kshs.42,696/80.",court,52.81%,model
"I have considered, the pleadings, the oral testimony and the submissions on record.  The only issue I find for determination is whether the suit property was validly sold. The complaint by the 1st plaintiff was that he was not notified of the intended sale and the sale itself. That the sale was at an undervalue.
On its part, the 1st defendant stated that there was default, it duly demanded for the amounts due, advertised the intended sale of the suit property and had the hand bills of the sale of the property distributed in Nyeri town before the subject sale took place. 
Section 74 of the Registered Land Act (RLA) Cap 300 (now repealed) provided at subsections (1) and (2) as follows: -
“74 (1)■If default is made in payment of the principal sum or of any interest or any other periodical payment or of any part thereof, or in the performance or observance of any agreement expressed or implied in any charge, and continues for one month, the chargee may serve on the chargor notice in writing to pay the money owing or to perform and observe the agreement as the case may be. 
(2)■If the chargor does not comply, within three months of the date of service, with a notice served on him under sub section (1) the chargee may -:
(a)■… 
(b) sell the charged property.”
There was no dispute that there was default. The contest was in the manner in which the suit property was sold. On one hand they challenged the receipt of the notices and on the other hand it was pleaded that the property was sold at an undervalue. 
With respect to service of the notices, the Court of appeal held in Stephen Boro Gitiha v Nicholas Ruthiru Gatoto & 2 others [2017] eKLR that: -",court,54.67%,model
"“The case at hand is on all fours with that decision in (Ochieng and Another vs Ochieng and Others, Civil Appeal No. 148 of 1995 EALR (supra)) and the conclusions the learned Judge arrived at were therefore correct in law. Section 74(1) of the RLA was designed to offer protection to chargors by protecting them from situations where their property would be disposed of without the requisite notice. It was a right conferred by statute and the courts could not lightly treat or minimize any breach of the said right. Auction sales not preceded by the requisite statutory notice were not mere irregularities. They were unlawful, null and void, and incapable of passing effective and proper title to the purchasers, as illegality cannot engender legal title. The learned Judge was right to find and hold that innocence of Gitahi’s purchase was not curative of the fundamental defect in the title due to the absence of the requisite notice.”
The same Court had Nyangilo Ochieng & Another – And – Fanuel B. Ochieng Civil Appeal No. 148 OF 1995 held that: -
“It is trite that before a chargee can exercise his/her/ its statutory power of sale there must be compliance with section 74 (1) of the Registered Land Act (Cap 300, Laws of Kenya) This section obliges the chargee to serve, by registered post, the relevant statutory notice…..it is for the chargee to make sure that there is compliance with the requirements of section 74 (1) ……that burden is not in any manner on the chargor.  Once the chargor alleges non receipt of the statutory notice it is for the chargee to prove that such notice was in fact sent.”
The same position was adopted in Simiyu vs. Housing Finance Company of Kenta [2001] 2 E.A. 540 at 548, wherein Ringera J held: -",court,55.40%,model
"“The above understanding of pertinent provisions of the RLA and the Auctioneers Rules leads me to the conclusion that the service of both an adequate statutory notice and a notification of sale are necessary conditions precedent for the valid exercise of the statutory power of sale under RLA.  Without compliance with those statutory commands, there can be no valid exercise of the power of sale and accordingly it cannot be said that the chargor's equity of redemption is extinguished in any sale conducted in breach thereof.  Neither can it be properly contended that the chargor's remedy, if any such sale has taken place, is in damages as provided in section 77 (3) of the Act.  Without compliance with those conditions precedent, the purported sale would be void and liable to be nullified at the instance of the chargor.  Taking that view of the matter, I find that the Plaintiff has shown a prima facie case with a probability of success at the trial, that the sale of her property may be declared illegal, null and void as she craves.""
In view of the foregoing dictums, once the service of the notices was challenged, the burden of proof was on the 1st and 2nd defendants to demonstrate that, there were statutory notices that were correctly issued and served. My understanding of the law is that, a valid statutory notice must specifically state that if the default continues after 90days of service of such notice, the property shall be sold. A sorter notice won’t do even if default continues for-ever!
In the present case, firstly, the 1st and 2nd defendant did not offer any evidence to challenge that of the plaintiffs that no statutory notice had been served. Service of the statutory notice was a pre-condition to the exercise of the statutory power of sale. 
In the premises, failure of the 1st defendant to exhibit any documentary evidence such as certificate of posting or any documentary evidence to show that the statutory notice and notification of sale was served upon the 1st plaintiff means that the defendants have not discharged the burden of proof. 
In line with the case Stephen Boro Gitiha v Nicholas Ruthiru Gatoto & 2 others (supra) failure to serve the documents is a violation of section 74 of the RLA(repealed) which in turn meant that the subsequent sale was unlawful null and void.",court,55.17%,model
"The second challenge was that the auction was irregular. Although it was admitted that there was some advertisement in the Kenya Times Newspaper, there was no evidence that the 45day notice was ever served. The 1st plaintiff also indicated that there was no auction per ce as only the 3rd defendant who attended the sale. That cannot be said to be an auction. That assertion was neither challenged nor denied.
The question is, was there a public auction in which the sale took place? Can it be said that the sale went to the highest bidder and therefore extinguished the plaintiffs’ equity of redemption. The Court entertains doubts. 
Black’s Law Dictionary, 10th Edn, at page 155 defines an auction as follows: -
“A public sale of property to the highest bidder; a sale by consecutive bidding, intended to reach the highest price of the article through competition for it ...”
From the evidence of the auctioneer, there was only one bidder whose bid was accepted. The said bidder only competed with himself. Can it be said that there was successive bidding with a view to reach the highest price in the circumstances? I entertain doubt.
In the premises, the court finds that there was no public auction by which the 3rd defendant could be said to be an innocent purchaser for value. The said was void in view of the violation of statute. 
 There was also the issue of the under value of the property.  The forced sale value in 1982 was Kshs. 80,000/= on the basis of which the loan was advanced.  Come the sale, the suit property was allegedly sold for a parlty sum of Kshs. 55000/=.  That was an undervalue.  The 4th defendant did not produce any evidence to show that it valued the property before the sale.
I find that the plaintiffs’ suit has been proved to the required standard and I allow the same as follows: -
The purported sale of the suit property L.R. No. Aguthi/Gaki/1064 is hereby declared null and void.
The suit property be re-transferred back to the 1st plaintiff.",court,53.97%,model
"The suit property be re-transferred back to the 1st plaintiff.
The plaintiffs to pay off to the 1st defendant the outstanding amount, which stood at Kshs.40,899/85 together with interest thereon at 14% pa from 29/9/1984 until payment in full, subject however, to the doctrine and principle of the in duplum rule.
Due to the fact that the plaintiffs were in default and the circumstances of the case, I will make no order as to costs.
It is so decreed.
DATED and DELIVERED at Nairobi this 20th day of November, 2023.
MABEYA, FCI Arb
JUDGE",court,56.71%,model
"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT NAIROBI
CIVIL APPEAL NO. 461 OF 2011
TOM K’OPERE trading as T. O
K’OPERE & CO. ADVOCATES.............................. APPELLANT
-VERSUS-
THE DISCIPLINARY COMMITTEE
OF THE LSK...............................................1ST RESPONDENT
SISTER MARY DOMINIC SAVIO AKOTH.... 2ND RESPONDENT
(Being an appeal from the judgment of the Disciplinary Committee of the Law Society of Kenya given on 12/09/2011 in D. C. no. 26of 2011)
JUDGMENT
The 2nd respondent filed a complaint against the appellant at the Laws Society of Kenya being D.C. No. 26 of 2011.
The complaint was in respect of the appellant’s failure to release to the 2nd respondent’s documents received by his firm on behalf of the 2nd respondent.
The documents were in respect of land parcel TITLE NO. WESTKASIPUL/KARABACH/599 (hereafter referred to as the suit property) situated at Rachuonyo which the 2nd  respondent allegedly bought by way or public auction from National Bank of Kenya(NBK).
A brief background of this case was that the owner of the suit property (Richard Omanya (now deceased)) charged the suit property to the National bank of Kenya (NBK) to secure a loan of kshs.300,000.
The deceased was running a school at the suit property which collapsed and the deceased converted it into a health centre.
When the health centre did not do well, the deceased leased the health centre to the second respondent.
The deceased was unable to service the loan and the bank (NBK) invoked its statutory power of sale.
The appellant thereafter participated in negotiations between the family of the deceased and the 2nd respondent in which the 2nd respondent offered to buy 5 acres of the suit property comprising the Health centre for ksh.3,000,000.
Subsequently the 2nd complainant purchased the entire suit property at an auction held on 7/12/2001 at Kshs. 1,500,000.",court,54.24%,model
"The appellant refused to release the documents he was holding in respect of the suit property and the 2nd respondent filed the complaint at the LSK on 16/3/2011.
The 1st respondent found that the appellant was guilty of professional misconduct for reasons that he released the title documents of the suit property to one of the parties after acting for both the family of the deceased and the 2nd respondent in the transaction.
The 1st respondent said that as advocate acting for both parties, the appellant was under a duty to balance the parties’ interests and not to favour one party over another.
The 1st respondent also stated in their judgment that the appellant was in breach of his professional responsibility by releasing the title documents of the suit property to one of the parties.
The 1st respondent said that the appellant ought to have returned the documents to the bank (NBK) instead of releasing them to the family of the deceased.
The Appellant filed an interpleader suit in Nairobi and the case was transferred to Kisumu ELC court where it was determined.
The appellant is aggrieved with the decision of the 1st respondent and he filed this appeal on the following grounds;
The entire judgment/order/conviction is contrary to law in that it totally ignores the Provisions of the Land Control act – Cap 302 Laws of Kenya and more specifically Sections 6, 8 and 22 thereof in the manner the advocate made his decision not to release the title documents to the complainants.
The Disciplinary committee erred both in law and fact in holding that the appellant/advocate withheld completion documents of a transaction which transaction was void in law and any furtherance thereof would constitute a criminal offence in terms of Section 22 of the Land Control Act there being no consent from the Land Control Board as required under Section 6 and 8 thereof, no purpose would have been achieved by releasing the title documents which were still in the name of the deceased to the complainants.
The judgment/order/conviction is premised on the purport/presumption that the 2nd respondent/ complainant was a client of the appellant/advocate when there is no evidence tendered in support to show:-
Any instructions given by the 2nd respondent to the advocate, written or otherwise as by the law required.
Any direct communication between the complainants and the advocate to suggest any instructions.",court,55.90%,model
"Any direct communication between the complainants and the advocate to suggest any instructions.
Any payment of fees or commitment to pay fees so as to create advocate-client relationship.
Clear admission of fact that the advocate was representing the deceased owner of the property in dispute and thereafter the estate.
The disciplinary committee erred in law and fact in failing to consider and appreciate the undisputed and overwhelming fact that the complainants were purely nominees to the auction transaction and never participated or attended any auction sale and their name was only given by the Highest Bidder pursuant to an arrangement with the deceased family and at no time were they a client of the advocate/appellant and grossly misinterpreted the advocates letter of 04/10/06 almost two (2) years after the transaction.
The disciplinary committee erred in law and fact in failing to consider and appreciate the correspondences annexed to the advocate’s replying affidavit which clearly demonstrated that the complainants were at no time the clients of the advocate and there has never been any advocate-client relationship between the appellant and the 2nd respondent.
The disciplinary committee exceeded its jurisdiction and mandate, in purporting to determine a commercial dispute between the complainants and the estate of the deceased owner of the suit property without hearing the other parties who were involved in the transaction and clearly named in the proceedings thus rendering a decision which is ultra vires its powers and jurisdiction and further violating the fundamental rules of natural justice by deciding who was entitled to the release of the title documents in relation to Title No. West Kasipul/Karabach/599 which is still in the name of the deceased without hearing the members of the deceased family who transacted with the complainant herein.  This dispute is recognized in paragraph 16 of the judgment (page 6).
The disciplinary committee erred in law and fact in ignoring the correspondences exchanged between the complainant’s advocates and the appellant for six (6) years between 2005 and 2011 thus arriving at a wrong and absurd conclusion that the advocate failed to reply to correspondence a decision which is not supported by any logic.",court,53.04%,model
"The disciplinary committee erred in law and fact in convicting the appellant for professional misconduct when in its own finding at paragraph 21 (page 9) it recognizes that the dealings between the transaction is valid under the Land Control Act and the effect of this finding is that in the absence of any consent from the Land Control Board, and the property remaining in the name of the deceased, the only claim the complainants may have is over any sums paid towards the transaction and not the property, which confirm the position that no documents of the title could be released to the complainants.
The disciplinary committee erred in law and fact in its interpretation of Sections 55, 60 and 60a of the Advocates Act thus arriving at a wrong decision.
The judgment/order/conviction of the appellant by the disciplinary committee was arrived at based on an erroneous reasoning, failure to appreciate the facts and evidence before the committee and based on wrong conclusions.
The parties filed written submissions as follows: the appellant submitted that the disciplinary committee appreciated that there were other parties involved including the deceased’s family members, widow (consolata Omanya), the deceased daughter in law (Bertha Omanya), the charge Bank (National Bank of Kenya and the deceased daughters who took out letter of administration of the deceased estate have been enjoined in this appeal and were parties to the interpleader proceedings. None of these parties were enjoined in the primary complaint by the complainant and the disciplinary committee recognized this fact but did not hear the said parties before rendering its judgement.
The appellant argued that the Interpleader Application was very Specific on only two Prayers; the first issue was for determination of who between the 1st and 2nd Respondents was entitled to the Release of the Title Documents which had already been deposited in Court; and secondly, who between the two parties was to pay the Appellant Advocate's Costs/Fees. The trial judge in his judgment instead proceeded to frame Seven (7) Issues most of which were not relevant to the Interpleader Proceedings but the only portion which touched on the Prayers in the Originating Summons dated 27/4/12. The judge came to the finding that the suit property could not be effected to the 1st respondent as there was no valid consent and therefore the court was of the view that the property still belonged to the deceased and therefore his beneficiaries should benefit from his estate.",court,55.75%,model
"The appellant argued that this is the legal position that he took before being taken to the disciplinary committee and that is why in his letter dated 7/4/2011 indicated that there being no consent from the land control board, the transfer could not be effected and preferred to release the title documents to the deceased estate on condition that the estate make arrangements to refund the 2nd respondent the total amount paid to the charge Kshs. 1,500,000 to secure the release of the title and discharge of the property pursuant to the botched auction sale.
 The appellant indicated that the 2nd respondent had for the past six years instructed several advocates among them; Muniafu Ondari & Co. Advocates, Mose & Mose Advocates, Kiage & co. Advocates to act for them. The appellant advocate copied the letter dated 7/4/2011 to the 2nd respondent, her advocates and the secretary LSK setting out the conditions for the intended release of the title documents to the deceased family which condition was never complied with by the  deceased family forcing the advocate to continue holding the title documents until the same were deposited in court.
As relating to the issue of advocate client relationship between the appellant and the 2nd respondent the appellant argued the same was raised in the proceedings but not conclusively dealt with by the disciplinary committee. The 2nd respondent in her various affidavits confirmed that she never dealt with the appellant directly but through the two family members of the deceased and never attended the public auction sale and insisted that the appellant advocate received the title documents on their behalf but all subsequent correspondences for 6 years from 2005-2011 show that they were represented by 4 different firms of advocates.",court,52.51%,model
"The appellant argued that the action by the Appellant Advocate for which the Disciplinary Committee convicted him involved a question of Interpretation of the Law in a Transaction. The Decision of the Committee presupposes that the Advocate cannot and should not make a Legal Opinion or Decision on a mater he is acting for Two (2) Competing Clients by advising on the way forward where a provision for the Law (Section 22 of the Land Control Act) clearly stipulates a Criminal Sanction where an Advocate or Party takes a particular action in furtherance of a void transaction. To this extent the Disciplinary Committee in acknowledging the Dilemma caused by the Provisions of the Land Control Act should not have proceeded with the Hearing of the Complaint and convicted the Appellant but hold the Complaint in abeyance or decline Jurisdiction pending a Determination by the Court on the Interpretation of the Provisions of the Land Control Act through the Interpleader Proceedings. In this Case, notwithstanding the Conviction and Sentence, the Disciplinary Committee file is still open and being Mentioned after every Six (6) Months to determine what the Court has determined. This should form a basis and Justification for Setting Aside the Decision of the Disciplinary Committee for want of Jurisdiction.
In opposition the 1st respondent submitted that 2nd Respondent purchased the subject property through an auction as the property had been charged by the late Richard Omanya Adongo to National Bank of Kenya. The Appellant, who was acting for both the 2nd Respondent and the family of the deceased received the completion documents from the Bank on behalf of the 2nd Respondent and instead released the same to the family of the deceased. It is on this basis that the 1st Respondent found the Appellant guilty for professional misconduct.",court,55.01%,model
"The Appellant as the advocate for the 2nd Respondent received the purchase price for the property from the 2nd Respondent vide Cheque No. 100688 and partly through a direct deposit. Subsequently, the National bank of Kenya released the completion documents to the Appellant vide the letter dated 26/4/2005 on behalf of the 2nd Respondent. It was therefore imperative for the Appellant to release the completion documents to the 2nd Respondent who rightfully bought the subject property in a public auction. On the contrary, the Appellant released the completion documents to the family of the deceased, Richard Omanya Adongo, whom he was also acting for.
The 1st respondent argued further that it was not within the mandate of the 1st Respondent to determine the validity of the transaction. It's on this basis that the 1st Respondent only addressed the professional misconduct of the Appellant, which is within its realm. In that regard, the contention that the transaction was void in law is without merit.
The 1st respondent noted a letter dated 21/7/2006 where the appellant admitted that the 2nd respondent was his client and it was on this basis that the appellant received the documents from Legacy Auctioneering Services. It was also in his capacity as the advocate that the appellant received the purchase price vide cheque No. 100688 and partly through a direct deposit. The appellant also issued a fee not vide the letter dated 4/10/2006 to be paid by both the 2nd respondent and the family of the deceased.
The 2nd respondent in its submissions reiterated the sentiments of the 1st respondent. The 2nd respondent further argued that the appellant is attempting to hide his misconduct by invoking the provisions of section 6 and 8 of the Land Control Act. The 1st respondent has the disciplinary jurisdiction to hear and determine a complaint brought to it by any person against an advocate pursuant to section 55 of the Advocates Act.
This being a first appeal, the duty of the 1st appellate court is to re-evaluate the evidence before the Disciplinary Committee and to come up with its own conclusion whether to support the findings of the committee. In Selle –Vs- Associated Motor Boat Co. [1968] EA 123 it was held in the following terms: -",court,53.88%,model
"“An appeal from the High Court is by way of re-trial and the Court of Appeal is not bound to follow the trial judge’s finding of fact if it appears either that he failed to take account of particular circumstances or probabilities, or if the impression of the demeanour of a witness is inconsistent with the evidence generally.
An appeal to this court from a trial by the High Court is by way of retrial and the principles upon which this court acts in such an appeal are well settled.  Briefly put they are that this court must reconsider the evidence, evaluate it itself and draw its own conclusions though it should always bear in mind that it has neither seen nor heard the witnesses and should make due allowance in this respect.
In particular, this court is not bound necessarily to follow the trial judge’s findings of fact if it appears either that he has clearly failed on some point to take account of particular circumstances or probabilities materially to estimate the evidence or if the impression based on the demeanor of a witness is inconsistent with the evidence in the case generally.”
The issues for determination in this appeal are as follows;
Whether the 2nd respondent was a client of the appellant.
Whether the 1st respondent was right in finding that the appellant was guilty of professional misconduct.
Whether the 1st respondent exceeded its jurisdiction by determining a land dispute between the 2nd respondent and the family of the deceased. 
Whether the decision of the 1st respondent should be set aside.
On the issue as to whether the 2nd respondent was a client of the appellant, the 2nd respondent maintained that she was the one who had instructed the appellant to act for her in the sale transaction of the property.
The appellant denied having any client/advocate relationship with the 2nd respondent and said he did not have any written or verbal instructions to act for her.
The appellant denied that there was any direct communication between him and the 2nd respondent or payment of fees.
I have perused the proceedings correspondences and the judgment of the 1st respondent and I find that the appellant was acting for both parties.
There is evidence that the appellant participated in negotiations between the 2nd respondent and the family of the deceased for the sale of the suit property prior to the auction.
The 2nd respondent was a tenant of the deceased while the deceased was the initial client of the deceased before the sale negotiations.",court,55.89%,model
"I find that the 1st respondent was right in pointing out at paragraph 31 of their judgment that the appellant was an advocate for both the 2nd respondent and the family of the deceased.
On the issue as to whether the 1st respondent was right in finding the appellant guilty of professional misconduct, I find that the 1st respondent found that the appellant was wrong in releasing the documents to one of the parties.
The complaint filed by the 2nd respondent was in respect of withholding the documents.  In the judgment the 1st respondent found the appellant guilty of having released the same to one of the parties.
I find that the appellant deposited the documents in court by order of the court and he filed interpleader proceeding at the  NAIROBI ELC NO.220 OF 2012 which was later transferred Kisumu and it became KISUMU ELC NO. 64 OF 2019.
The said case has since been determined and it is awaiting determination of an appeal at the Court of Appeal at Kisumu being KISUMU CA 054 OF 2023.
The title documents were deposited with the Registrar of the Court of appeal by order of this court dated 15th August 2023 awaiting the determination of the appeal to the Court of Appeal.
In the circumstances, the appellant did not release the documents to one of the parties.  He may have threatened to release them but he did not do so.
I therefore find that the 1st respondent was not right in finding the appellant guilty of professional misconduct.
On the issue as to whether the 1st respondent exceeded its jurisdiction by determining a land dispute between the 2nd respondent and the family of the deceased, I find that the family of the deceased was not a party in D. C. no. 26of 2011 between the Appellant and the 2nd Respondent.
In the circumstances, the 1st Respondent did not have the mandate to decide who was entitled to the title documents of the suit property since they were made aware that there was a dispute between the 2nd Respondent and the family of the deceased. 
I accordingly allow the appeal and I set aside the decision of the 1st respondent.
On the issue of costs, I direct that each party bears its own costs of this appeal.",court,57.89%,model
"Dated, Signed and Delivered online via Microsoft Teams at Nairobi this 17th day of November, 2023.
     ………….…………….
 N. ONGERI
    JUDGE
In the presence of:■
……………………………. for the Appellant
……………………………. for the 1st Respondent
.......................... for the 2nd Respondent",court,53.47%,model
"REPUBLIC OF KENYA
IN THE HIGH COURT OF KENYA AT ELDORET
SUCCESSION (PROBATE AND ADMINISTRATION) CAUSE NO. 269 OF 2013
IN THE MATTER OF THE ESTATE OF THE LATE WILLIAM KIPSAGUI CHEPKOK
BETWEEN
MATHEW KIPTOO CHEPKOK.................................................OBJECTOR/APPLICANT
VERSUS
JACKSON KIPCHUMBA............................................................................1ST PETITIONER
KENNETH KIPNGETICH…......................................................................2ND PETITIONER
RULING
The Application herein seeks revocation of a Grant.
The background of the matter is that the deceased, William Kipsagui Chepkok died intestate on 4/06/2010 at the age of 78 years. He was a polygamous man with 3 wives and was survived by 1 widow and about 18 children, both adults and minors. The deceased also left behind some parcels of land.
On 11/9/2013, the Petitioners in their capacity as sons, applied for Grant of Letters of Administration Intestate in respect of the estate. Such Grant was then issued by the Court on 25/02/2014, was subsequently confirmed on 29/11/2021 and the estate distributed. 
Now before Court for determination is the Application brought by way of the Summons dated 11/04/2022 and filed by the Objector, through Messrs Rioba Omboto & Co. Advocates. The prayers sought are as follows:
[………] Spent.
THAT the Grant of Letters of Administration intestate issued on the 25th February 2014 and confirmed on the 29th November 2021 be revoked and/or annulled.
THAT the Applicant herein be made a beneficiary of the estate of William Kipsugut Chepkok and/or the Grant be rectified to include the Objector/Applicant as a beneficiary in respect of that parcel of land namely Sergoit Koiwop Tao Block 7(Segoit Rock/2).",court,55.71%,model
"THAT an order to issue restraining and/or stopping the Petitioners and their agents, assignees and/or servants from intermeddling, subdividing or dealing in any way with the estate of the deceased person, more particularly L.R. No. Sergoit Koiwop Tao Block 7/ (Segoit Rock/2) measuring 30 acres pending the hearing and determination of this Application inter partes and thereafter the hearing of the main cause.
Costs of this Application be provided for.
The Application is stated be brought under Section 47 and 76(e) of the Law of Succession Act, Section 44(1) and Rule 73 of the Probate and Administration Rules and “all other enabling provisions of the law”. It is premised on the grounds stated on the face thereon and is supported by the Affidavit sworn by the Objector.
In the Affidavit, the Objector deponed that the he is a grandson of the deceased hence one of the rightful and lawful dependents and beneficiaries of the estate, the Petitioners filed this Cause secretly and without his knowledge or consent and left him out knowing very well that he was raised by the deceased, his consent was not obtained, the Petitioners who are his uncles did not include him and his siblings as beneficiaries, the deceased had taken care of them since childhood and prior to his death, gave the Objector 3 acres to cultivate for his subsistence and livelihood, the 3 acres were from L.R. No. Sergoit Koiwop Tao Block 7/ (Segoit Rock/2) (hereinafter referred to as “the property”) which forms part of the estate, he has resided on the property and built his homestead, even the area Chief has confirmed the same, they had family meetings after the death of the deceased, the Petitioners have been promising to distribute the 3 acres to him and that in Petition, the Petitioners also excluded his grandmother (widow to the deceased). 
He then made an illustration to demonstrate that the deceased had 3 wives including the Objector’s grandmother (Taplelei Kipsugut) who gave birth to the Objector’s mother (Rose Chepkok) who never got married but gave birth to the Objector (son) and 2 daughters.",court,55.62%,model
